"rank","artist","title","releaseYear","listHighestRank","listType","x","y"
"1837","教育部日前印发《中学教育专业师范生教师职业能力标准（试行）》等五个文件，分别明确中学教育、小学教育、学前教育、中等职业教育和特殊教育专业师范生教师职业基本能力，即师德践行能力、教学实践能力、综合育人能力和自主发展能力。","进口食品核酸阳性不代表会传染","2021-01-27","1837","top40","889.38","265.49"
"1838","大二女生苏婉萱每年清明都会来烈士陵园给曾祖父扫墓，从小被曾祖父革命事迹打动的她读大学时毫不犹豫地选择了淮安。","中方向世卫组织提供1000万剂疫苗","2021-02-03","1838","top40","957.72","214.34"
"1839","每个家庭虽能力不同，但不能以任何借口，剥夺孩子应得的爱与尊重。“二胎时代”，重男轻女、厚此薄彼，都将带给孩子莫大的伤害。","江西一医院院长收红包被停职","2021-05-12","1839","top40","716.09","231.38"
"1840","1月14日0-24时，广东新增本土无症状感染者1例，东莞报告，通过密接排查发现。 ​​​​","几内亚出现5年来首批埃博拉死亡病例","2021-02-14","1840",,"1897.44","297.69"
"1841","无描述","梅琳达盖茨或将成世界第二女富豪","2021-05-05","1841","tip","1849.12","273.56"
"1842",,"苏伊士运河堵船影响多种商品全球供应","2021-03-28","1842","top40","1177.49","244.39"
"1843",,"福岛核废水57天可废掉半个太平洋","2021-04-13","1843",,"1870.21","210.7"
"1844","英烈不容诋毁、法律不容挑衅！最高人民检察院工作报告指出，网络大V“辣笔小球”恶意诋毁贬损卫国戍边英雄官兵，江苏检察机关迅速介入，依法适用今年3月1日起施行的刑法修正案（十一），首次以涉嫌侵害英雄烈士名誉、荣誉罪批准逮捕，并在军事检察机关支持配合下，开展公益诉讼调查。","唐仁 人设","2021-02-14","1844","top40","1064.1","298.67"
"1845","明星-日韩  ","曾毅又没被认出来","2021-05-16","1845","top40","1071.44","312.36"
"1846","无描述","唐九洲换头像","2021-05-18","1846",,"627.91","276.12"
"1847","面包做大了、做小了、做扁了，甚至当天卖不完的面包，统统都要扔掉，这看起来是从顾客出发的做法，却造成了严重的食品浪费。","饿了么将为猝死骑手提供60万抚恤金","2021-01-08","1847","top40","1407.83","271.1"
"1848","肖战主演电影《诛仙》CCTV6电影频道播出最终实时收视率破2.1174%！市占率高达12.2567%！张小凡👍","石家庄共有56名确诊者参加过婚宴","2021-01-13","1848",,"1692.65","218.43"
"1849","1月14 日，“大连一女子硬闯社区不配合疫情登记”的视频引发热议。大连共青团金普新区团委对此回应称，昨日该女子王某明已向志愿者当面道歉。同时，金普新区团委表示，当事志愿者身份还未确定。","黄晓明李菲儿 浪姐镜头","2021-01-08","1849","top40","927.59","237.26"
"1850","FIBA官方宣布一项处罚通知：中国篮协因没能在2020年11月参加在卡塔尔举办的亚洲杯资格赛而被罚款16万瑞士法郎。","印度女子感染新冠被儿子遗弃死亡","2021-04-26","1850","top40","1300.19","340.68"
"1851","近日，南京发布了《南京市人才购买商品房住房办法》（以下简称“《办法》”），宣布收紧人才购房的政策。","好友讲述黄关军参赛马拉松挣奖金","2021-05-23","1851",,"1357.98","234.55"
"1852","无描述","郭麒麟演技","2021-02-14","1852","top40","1720.86","242.41"
"1853","社会  ","小鹿 为什么不能有灯牌里的妈妈","2021-01-07","1853","top40","1052.5","148.85"
"1854","江铠同称与陈翔同剧组六月份拍戏时对方说自己是单身，也对自己表达过喜欢之意、但两人从始至终都是朋友关系。","失去分寸感的伴侣有多可怕","2021-04-11","1854","top40","1908.19","250.98"
"1855","无描述","你是我的城池营垒","2021-03-13","1855","top40","874.34","305.25"
"1856","明星  ","迪丽热巴吴磊屋顶抱","2021-04-03","1856","tip","1011.5","216.06"
"1857","无描述","洛杉矶发生枪击一中国公民遇难","2021-04-29","1857","top40","893.38","242.58"
"1858","5月22日13时07分，“杂交水稻之父”、中国工程院院士、“共和国勋章”获得者袁隆平逝世，享年91岁。路透社、美联社等均报道了此消息。","时代少年团","2021-02-04","1858",,"1350.54","250.08"
"1859","无描述","孟美岐终止与新百伦合作","2021-03-25","1859",,"1914.21","246.93"
"1860","无描述","米佧邢克垒车内吻","2021-03-22","1860","top40","1246.29","285.6"
"1861","谢家破产了，谢嘉茵坦白谢家需要赵家帮助摆脱困难，谢锁CP婚姻受到威胁。","夫人泪别袁隆平","2021-05-24","1861","top40","1110.37","288.42"
"1862","社会  ","利路修 大家会毕业我会下班","2021-04-24","1862","top40","608.91","197.24"
"1863","《上阳赋》苏锦儿被子澹封为贵妃，从一个小小婢女到贵妃，苏锦儿的人生发生转变。","商务部全面取消二手车限迁政策","2021-02-09","1863","tip","955.69","142.41"
"1864","失联驴友获救后减扣搜救者车费  搜救者：人没事就好","刘宇宁赵露思韩语版长歌行","2021-04-11","1864","top40","1802.72","236.08"
"1865","#心疼陈越# 怦然再心动里的恋综助理王大陆和蔡卓宜走到了一起，也有网友表示心疼陈越，感觉他就像个工具人","上海红房子妇产科医院情况通报","2021-01-26","1865","top40","713.2","200.75"
"1866","无描述","黑龙江杀7人嫌犯遗体被找到","2021-02-18","1866",,"1847.33","266.53"
"1867","21日凌晨，山东省平度市委统筹疫情防控和经济运行工作领导小组（指挥部）办公室发布《致平度全市人民的一封信》称，1月20日下午，平度市确定两名从外省返平新型冠状病毒核酸检测阳性患者。","韩国散户对空头宣战","2021-02-01","1867",,"1661.87","262.43"
"1868","社会  ","追爱吧哥哥 男星追素女","2021-05-25","1868","tip","1077.42","295.82"
"1869","无描述","建议以套内建筑面积计价销售商品房","2021-03-07","1869","top40","1256.02","333.55"
"1870",,"河海大学清退125名博士生","2021-01-26","1870","top40","1128.27","287.01"
"1871","平平无奇的仰卧起坐也能被@景甜 @张彬彬Vin 玩出花来[求饶]今晚《快乐大本营》游戏环节，彬彬仰卧起坐，甜甜比心回应","锦心似玉","2021-03-29","1871","top40","1806.93","220.44"
"1872","​​​SNH48刘丽千直播时吐血了，妹妹要注意身体啊😥！！ ​​​","陶勇说应将学生视力纳入教育卫生考核","2021-03-11","1872","top40","917.07","166.39"
"1873","无描述","重庆涪陵","2021-05-11","1873","top40","837.42","262.4"
"1874","中国地震台网正式测定：05月21日21时21分在云南大理州漾濞县（北纬25.63度，东经99.92度）发生5.6级地震，震源深度10千米。","物业回应女子阳台跳舞坠楼","2021-05-06","1874",,"651.82","247.29"
"1875","今天下午，在北京市新型冠状病毒肺炎疫情防控工作第215场新闻发布会上，北京市疾病预防控制中心副主任庞星火介绍，1月19日，市疾控中心对1月17日大兴区报告2例本地确诊病例的新冠病毒样本，进行了全基因组测序和分析。","车厘子咋在中国火起来的","2021-01-16","1875","top40","1098.34","278.2"
"1876","明星  ","董洁","2021-01-19","1876","top40","1826.42","188.4"
"1877","快本户外录制的嘉宾阵容不容小觑[喵喵]既有全国散步巡演，“修”想下班的利路修 ，还有宋茜 高伟光 林一 马伯骞 ，宋亚轩 刘耀文 更是合体现身","吴孟达生前最后一条微博","2021-02-27","1877","top40","1457.2","269.93"
"1878","1月15日0时至24时，北京新增2例本地确诊病例，无新增疑似病例和无症状感染者；无新增境外输入确诊病例、疑似病例和无症状感染者；治愈出院2例。","护士跪下为小朋友做核酸检测拍摄者回应","2021-01-08","1878","top40","1187.86","261.37"
"1879","今年两会，哪段声音让你印象深刻？是伴随手语“演唱”的国歌声，还是人民大会堂里阵阵掌声，还是委员通道、代表通道和部长通道上关心的大事小事…","周传雄","2021-01-31","1879","top40","880.71","317.81"
"1880","《婆婆和妈妈2》杜淳老婆王灿餐后血糖偏高，为了妈妈和宝宝健康考虑，杜淳花式哄老婆测血糖。","河北两家医院因疫情院感防控不力被通报","2021-01-19","1880","top40","1344.64","172.32"
"1881","5月21日晚，云南大理州漾濞县发生多次地震，@中国地震台网速报 提示：鉴于当前地震活动频繁，大家应在户外避险，注意安全。","达令","2021-03-28","1881","top40","1036.79","189.69"
"1882","明星-日韩  ","章小鱼淮海路的底气没了","2021-02-17","1882","top40","1322.51","236.74"
"1883","好在危急关头有宁毅及时赶到，乌启豪居然敢欺负檀儿？请宁毅下手重一点，不要留情","魏晨到底有多能接梗","2021-02-04","1883","top40","1414.75","304.42"
"1884","3月12日，沈阳市统筹推进新冠肺炎疫情防控和经济社会发展工作指挥部疫情防控综合组通报，沈阳市1例新冠病毒肺炎患者复阳。","德国将允许年满12岁未成年人打新冠疫苗","2021-05-28","1884",,"890.57","213.9"
"1885","2月8日，@紧急呼叫 从郑州市市监局获悉，该局约谈全市多家茅台酒商家，13家经销商及24家门店负责人签承诺书称，以1499元/瓶的价格敞开供应。@紧急呼叫 致电28家郑州茅台酒商，却均得到缺货或拒售回复。有酒商称，承诺的1499元低于进货价，消费者要买现货需加价1700元。","李宁股价大涨逾7%","2021-03-25","1885","top40","590.4","294.89"
"1886","近日，网上流传的一份得物APP声明显示：对耐克商品无限期下架。不过记者25日在得物APP搜索发现，大量耐克产品依然在出售中。","新疆官员喊话HM擦亮眼睛","2021-03-29","1886","top40","1257.02","316.14"
"1887","什么样的车床，能被印在第三套两元面值人民币上？答案是——中国人自己生产的第一台普通车床。于1955年8月研制成功并实现量产的这台车床，凝结着一代人从一穷二白到制造出高精度车床的心血。“大家伙儿是真自豪、真骄傲！”","郎平说中国女排会踏实做好每一天","2021-04-17","1887","top40","1721.36","293.08"
"1888","@微博综艺 推荐：由特仑苏冠名的向往的生活每周五22:00，我们在一起就是向往的生活！","中国人最该追的星","2021-05-30","1888","top40","1573.5","223.72"
"1889","5月7日，@紧急呼叫 探访三亚女子跳舞坠楼事发地。该房屋位于一栋公寓楼高层，事发房间是一家民宿。14时许，检索多个旅行软件显示，该民宿多家分店均已被下架。事发社区网格长介绍，该民宿未在社区登记，也没有办理卫生许可证。","连微信新表情都戒烟了","2021-02-27","1889",,"547.88","261.77"
"1890","银保监会、人民银行近日联合发布《关于简化提取已故存款人小额存款相关事宜的通知》。","金希澈吐槽淘汰Rain的公司没眼光","2021-01-05","1890","top40","1474.36","258.21"
"1891","5月22日，甘肃白银山地马拉松百公里越野赛遭遇冰雹、冻雨、大风等突发极端天气，截至5月23日10时，共造成21名参赛人员遇难。事故发生后，甘肃银保监局第一时间安排部署，对保险公司承保情况进行了紧急摸排。目前，黄河财险筹措的1000万元应急赔付资金已经到位。","董子健王俊凯反整蛊刘昊然","2021-04-25","1891","top40","909.39","361.15"
"1892","社会  ","在线教育都有哪些坑","2021-01-30","1892","top40","1254.25","294.76"
"1893","社会  ","王冰冰采访蔡徐坤","2021-02-01","1893","tip","1184.24","160.22"
"1894","综艺  ","石家庄有人核酸检测6次才呈阳性","2021-01-13","1894",,"982.99","301.59"
"1895","微博之夜现场，黄子韬和丁真拥抱自拍，丁真还给韬韬送上了一个戒指。","陈乔恩","2021-02-24","1895","top40","754.95","310.99"
"1896","音乐  ","乃万下架单曲PUMA","2021-03-25","1896","top40","1535.04","261.48"
"1897","#李佳琦迪丽热巴直播#迪丽热巴突然说绕口令“踏到得刀盗打倒”，哈哈哈+迪丽热巴李佳琦互动太好笑了！最后一嗓子差点…送走我了！","送女友的巨型玫瑰心碎一地","2021-04-07","1897","top40","907.26","369.22"
"1898","2月9日是章子怡生日，汪峰晒出小苹果和醒醒弹奏《天空之城》的视频为老婆庆生。","榴莲贵不是没有原因的","2021-05-12","1898",,"1668.24","189.37"
"1899","全国人大代表崔建梅建议“取消经营性公墓建设，全面推行公益性公墓建设。","刘宇大背头","2021-05-07","1899","top40","1121.61","233.28"
"1900","目前，全国核酸检测机构查询功能已上线中国政府网，可根据需求预约。医生提醒，为保证结果准确，核酸检测的半小时到一小时前请勿抽烟喝酒、吃口香糖等。同时，核酸检测点人员密集，排队期间要保持一米间隔，检测结束要及时戴口罩。收好#核酸检测实用指南#↓↓","曹德旺出资100亿建福耀科技大学","2021-05-04","1900","top40","1367.34","316.03"
